id,title,description,genres,genre_category,rating,url
puss_in_boots_the_last_wish,Puss in Boots: The Last Wish,"This fall, everyone's favorite leche-loving, swashbuckling, fear-defying feline returns. For the first time in more than a decade, DreamWorks Animation presents a new adventure in the Shrek universe as daring outlaw Puss in Boots discovers that his passion for peril and disregard for safety have taken their toll. Puss has burned through eight of his nine lives, though he lost count along the way. Getting those lives back will send Puss in Boots on his grandest quest yet. Academy Award® nominee Antonio Banderas returns as the voice of the notorious PiB as he embarks on an epic journey into the Black Forest to find the mythical Wishing Star and restore his lost lives. But with only one life left, Puss will have to humble himself and ask for help from his former partner and nemesis: the captivating Kitty Soft Paws (Oscar® nominee Salma Hayek). In their quest, Puss and Kitty will be aided--against their better judgment--by a ratty, chatty, relentlessly cheerful mutt, Perro (Harvey Guillén, What We Do in the Shadows). Together, our trio of heroes will have to stay one step ahead of Goldilocks (Oscar® nominee Florence Pugh, Black Widow) and the Three Bears Crime Family, ""Big"" Jack Horner (Emmy winner John Mulaney, Big Mouth) and terrifying bounty hunter, The Big Bad Wolf (Wagner Moura, Narcos).",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/puss_in_boots_the_last_wish
the_parenting,The Parenting,"A hilariously terrifying comedy, THE PARENTING follows young couple Rohan and Josh as they plan a perfect weekend getaway in the country to introduce their parents. As tensions begin to flare between the more traditional Sharon and Frank and the laid-back Liddy and Cliff, the families soon realize that their rental -- managed by eccentric local Brenda -- is haunted by the presence of a 400-year-old poltergeist. When one parent becomes thoroughly possessed, it's up to the young couple and their meddlesome BFF Sara to unite the families and stop the evil entity once and for all.",Horror/|Comedy,COMEDY,2025,https://www.rottentomatoes.com/m/the_parenting
lady_bird,Lady Bird,A teenager (Saoirse Ronan) navigates a loving but turbulent relationship with her strong-willed mother (Laurie Metcalf) over the course of an eventful and poignant senior year of high school.,Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/lady_bird
chef_2014,Chef,"After a controlling owner (Dustin Hoffman) pushes him too far, chef Carl Casper (Jon Favreau) quits his position at a prestigious Los Angeles restaurant. As he tries to figure out what his next step should be, he finds himself in Miami. Carl joins forces with his ex-wife (Sofía Vergara), best friend (John Leguizamo) and son (Emjay Anthony) to launch a food-truck business, and the venture provides a chance to reignite his passion for cooking -- as well as his zest for life and love.",Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/chef_2014
youre_cordially_invited,You're Cordially Invited,"When two weddings are accidentally booked on the same day at the same venue, each bridal party is challenged with preserving their family's special moment while making the most of the unanticipated tight quarters. In a hilarious battle of determination and grit, the father of the bride (Will Ferrell) and sister of the other bride (Reese Witherspoon) chaotically go head-to-head as they stop at nothing to uphold an unforgettable celebration for their loved ones.",Comedy/|Romance,COMEDY,R,https://www.rottentomatoes.com/m/youre_cordially_invited
guardians_of_the_galaxy,Guardians of the Galaxy,"Brash space adventurer Peter Quill (Chris Pratt) finds himself the quarry of relentless bounty hunters after he steals an orb coveted by Ronan, a powerful villain. To evade Ronan, Quill is forced into an uneasy truce with four disparate misfits: gun-toting Rocket Raccoon, treelike-humanoid Groot, enigmatic Gamora, and vengeance-driven Drax the Destroyer. But when he discovers the orb's true power and the cosmic threat it poses, Quill must rally his ragtag group to save the universe.",Sci-Fi/|Adventure/|Action/|Fantasy/|Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/guardians_of_the_galaxy
beetlejuice_beetlejuice,Beetlejuice Beetlejuice,"Beetlejuice is back! After an unexpected family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Beetlejuice, Lydia's life is turned upside down when her rebellious teenage daughter, Astrid, discovers the mysterious model of the town in the attic and the portal to the Afterlife is accidentally opened. With trouble brewing in both realms, it's only a matter of time until someone says Beetlejuice's name three times and the mischievous demon returns to unleash his very own brand of mayhem.",Comedy/|Fantasy,COMEDY,PG-13,https://www.rottentomatoes.com/m/beetlejuice_beetlejuice
la_dolce_villa,La Dolce Villa,"Successful businessman Eric travels to Italy to stop his daydreaming daughter Olivia from restoring a crumbling villa. Italy, however, has different plans for him as it delivers on its legendary promise of beauty, magic, and romance.",Romance/|Comedy,COMEDY,2025,https://www.rottentomatoes.com/m/la_dolce_villa
toy_story,Toy Story,"Woody (Tom Hanks), a good-hearted cowboy doll who belongs to a young boy named Andy (John Morris), sees his position as Andy's favorite toy jeopardized when his parents buy him a Buzz Lightyear (Tim Allen) action figure. Even worse, the arrogant Buzz thinks he's a real spaceman on a mission to return to his home planet. When Andy's family moves to a new house, Woody and Buzz must escape the clutches of maladjusted neighbor Sid Phillips (Erik von Detten) and reunite with their boy.",Kids & Family/|Comedy/|Adventure/|Fantasy/|Animation,COMEDY,G,https://www.rottentomatoes.com/m/toy_story
zootopia,Zootopia,"From the largest elephant to the smallest shrew, the city of Zootopia is a mammal metropolis where various animals live and thrive. When Judy Hopps (Ginnifer Goodwin) becomes the first rabbit to join the police force, she quickly learns how tough it is to enforce the law. Determined to prove herself, Judy jumps at the opportunity to solve a mysterious case. Unfortunately, that means working with Nick Wilde (Jason Bateman), a wily fox who makes her job even harder.",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/zootopia
nacho_libre,Nacho Libre,"Ignacio (Jack Black), or Nacho to his friends, works as a cook in the Mexican monastery where he grew up. The monastery is home to a host of orphans whom Nacho cares for deeply, but there is not much money to feed them properly. Nacho decides to raise money for the children by moonlighting as a Lucha Libre wrestler with his partner Esqueleto (Héctor Jiménez), but since the church forbids Lucha, Nacho must disguise his identity.",Comedy,COMEDY,PG,https://www.rottentomatoes.com/m/nacho_libre
la_la_land,La La Land,"Sebastian (Ryan Gosling) and Mia (Emma Stone) are drawn together by their common desire to do what they love. But as success mounts they are faced with decisions that begin to fray the fragile fabric of their love affair, and the dreams they worked so hard to maintain in each other threaten to rip them apart.",Musical/|Romance/|Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/la_la_land
princess_bride,The Princess Bride,"A fairy tale adventure about a beautiful young woman and her one true love. He must find her after a long separation and save her. They must battle the evils of the mythical kingdom of Florin to be reunited with each other. Based on the William Goldman novel ""The Princess Bride"" which earned its own loyal audience.",Kids & Family/|Adventure/|Comedy,COMEDY,PG,https://www.rottentomatoes.com/m/princess_bride
spider_man_far_from_home,Spider-Man: Far From Home,"Peter Parker's relaxing European vacation takes an unexpected turn when Nick Fury shows up in his hotel room to recruit him for a mission. The world is in danger as four massive elemental creatures -- each representing Earth, air, water and fire -- emerge from a hole torn in the universe. Parker soon finds himself donning the Spider-Man suit to help Fury and fellow superhero Mysterio stop the evil entities from wreaking havoc across the continent.",Action/|Adventure/|Fantasy/|Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/spider_man_far_from_home
coco_2017,Coco,"Despite his family's generations-old ban on music, young Miguel dreams of becoming an accomplished musician like his idol Ernesto de la Cruz. Desperate to prove his talent, Miguel finds himself in the stunning and colorful Land of the Dead. After meeting a charming trickster named Héctor, the two new friends embark on an extraordinary journey to unlock the real story behind Miguel's family history.",Kids & Family/|Comedy/|Adventure/|Music/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/coco_2017
thelma_2024,Thelma,"Inspired by a real-life experience of director Josh Margolin's own grandmother, THELMA puts a clever spin on movies like MISSION: IMPOSSIBLE, shining the spotlight on an elderly grandmother as an unlikely action hero. With infectious humor, Margolin employs the familiar tropes of the action genre in hilarious, age-appropriate ways to tackle aging with agency. In the first leading film role of her 70-year career, Squibb portrays the strong-willed Thelma with grit and determination, demonstrating that she is more than capable of taking care of business -- despite what her daughter Gail (Parker Posey), son-in-law Alan (Clark Gregg), or grandson Danny might believe.",Comedy/|Action,COMEDY,PG-13,https://www.rottentomatoes.com/m/thelma_2024
forrest_gump,Forrest Gump,"Slow-witted Forrest Gump (Tom Hanks) has never thought of himself as disadvantaged, and thanks to his supportive mother (Sally Field), he leads anything but a restricted life. Whether dominating on the gridiron as a college football star, fighting in Vietnam or captaining a shrimp boat, Forrest inspires people with his childlike optimism. But one person Forrest cares about most may be the most difficult to save -- his childhood love, the sweet but troubled Jenny (Robin Wright).",Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/forrest_gump
elemental_2023,Elemental,"Disney and Pixar's ""Elemental,"" an all-new, original feature film set in Element City, where fire-, water-, land- and air-residents live together. The story introduces Ember, a tough, quick-witted and fiery young woman, whose friendship with a fun, sappy, go-with-the-flow guy named Wade challenges her beliefs about the world they live in.",Kids & Family/|Comedy/|Fantasy/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/elemental_2023
greedy_people,Greedy People,"Residents of a small island town navigate a murder and the discovery of a million dollars, a series of increasingly bad decisions upend the once peaceful community.",Comedy,COMEDY,R,https://www.rottentomatoes.com/m/greedy_people
glass_onion_a_knives_out_mystery,Glass Onion: A Knives Out Mystery,"Benoit Blanc returns to peel back the layers in a new Rian Johnson whodunit. This fresh adventure finds the intrepid detective at a lavish private estate on a Greek island, but how and why he comes to be there is only the first of many puzzles. Blanc soon meets a distinctly disparate group of friends gathering at the invitation of billionaire Miles Bron for their yearly reunion. Among those on the guest list are Miles' former business partner Andi Brand, current Connecticut governor Claire Debella, cutting-edge scientist Lionel Toussaint, fashion designer and former model Birdie Jay and her conscientious assistant Peg, and influencer Duke Cody and his sidekick girlfriend Whiskey. As in all the best murder mysteries, each character harbors their own secrets, lies and motivations. When someone turns up dead, everyone is a suspect.",Mystery & Thriller/|Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/glass_onion_a_knives_out_mystery
grown_ups,Grown Ups,"The death of their childhood basketball coach leads to a reunion for some old friends (Adam Sandler, Kevin James, Chris Rock), who gather at the site of a championship celebration years earlier. Picking up where they left off, the buddies -- with wives and children in tow -- discover why age does not, necessarily, equal maturity.",Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/grown_ups
thor_ragnarok_2017,Thor: Ragnarok,"Imprisoned on the other side of the universe, the mighty Thor finds himself in a deadly gladiatorial contest that pits him against the Hulk, his former ally and fellow Avenger. Thor's quest for survival leads him in a race against time to prevent the all-powerful Hela from destroying his home world and the Asgardian civilization.",Action/|Adventure/|Sci-Fi/|Fantasy/|Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/thor_ragnarok_2017
american_fiction,American Fiction,"AMERICAN FICTION is Cord Jefferson's hilarious directorial debut, which confronts our culture's obsession with reducing people to outrageous stereotypes. Jeffrey Wright stars as Monk, a frustrated novelist who's fed up with the establishment profiting from ""Black"" entertainment that relies on tired and offensive tropes. To prove his point, Monk uses a pen name to write an outlandish ""Black"" book of his own, a book that propels him to the heart of hypocrisy and the madness he claims to disdain.",Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/american_fiction
spider_man_homecoming,Spider-Man: Homecoming,"Thrilled by his experience with the Avengers, young Peter Parker returns home to live with his Aunt May. Under the watchful eye of mentor Tony Stark, Parker starts to embrace his newfound identity as Spider-Man. He also tries to return to his normal daily routine -- distracted by thoughts of proving himself to be more than just a friendly neighborhood superhero. Peter must soon put his powers to the test when the evil Vulture emerges to threaten everything that he holds dear.",Action/|Adventure/|Fantasy/|Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/spider_man_homecoming
the_big_lebowski,The Big Lebowski,"Jeff Bridges plays Jeff Lebowski who insists on being called ""the Dude,"" a laid-back, easygoing burnout who happens to have the same name as a millionaire whose wife owes a lot of dangerous people a whole bunch of money -- resulting in the Dude having his rug soiled, sending him spiraling into the Los Angeles underworld.",Comedy,COMEDY,R,https://www.rottentomatoes.com/m/the_big_lebowski
the_dead_dont_die_2019,The Dead Don't Die,"In the sleepy small town of Centerville, something is not quite right. The moon hangs large and low in the sky, the hours of daylight are becoming unpredictable, and animals are beginning to exhibit unusual behaviors. News reports are scary, and scientists are concerned, but no one foresees the strangest and most dangerous repercussion that will soon start plaguing Centerville: the dead rise from their graves and feast on the living, and the citizens must battle to survive.",Comedy/|Horror,COMEDY,R,https://www.rottentomatoes.com/m/the_dead_dont_die_2019
logan_lucky,Logan Lucky,West Virginia family man Jimmy Logan teams up with his one-armed brother Clyde and sister Mellie to steal money from the Charlotte Motor Speedway in North Carolina. Jimmy also recruits demolition expert Joe Bang to help them break into the track's underground system. Complications arise when a mix-up forces the crew to pull off the heist during a popular NASCAR race while also trying to dodge a relentless FBI agent.,Comedy/|Crime/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/logan_lucky
saltburn,Saltburn,"Academy Award winning filmmaker Emerald Fennell (Promising Young Woman) brings us a beautifully wicked tale of privilege and desire. Struggling to find his place at Oxford University, student Oliver Quick (Barry Keoghan) finds himself drawn into the world of the charming and aristocratic Felix Catton (Jacob Elordi), who invites him to Saltburn, his eccentric family's sprawling estate, for a summer never to be forgotten.",Comedy/|Drama/|Mystery & Thriller,COMEDY,R,https://www.rottentomatoes.com/m/saltburn
plankton_the_movie,Plankton: The Movie,Plankton's tangled love story with his sentient computer wife goes sideways when she takes a stand and decides to destroy the world without him.,Adventure/|Fantasy/|Comedy/|Animation/|Kids & Family,COMEDY,2025,https://www.rottentomatoes.com/m/plankton_the_movie
a_family_affair_2024_2,A Family Affair,"A surprising romance kicks off comic consequences for a young woman, her mother and her movie star boss as they face the complications of love, sex, and identity.",Romance/|Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/a_family_affair_2024_2
kinda_pregnant,Kinda Pregnant,"When Lainy's plan to settle down and start a family falls apart, she puts on a fake baby bump, tells a lie, and accidentally falls for her dream guy.",Comedy,COMEDY,R,https://www.rottentomatoes.com/m/kinda_pregnant
kung_fu_panda_4,Kung Fu Panda 4,"After three death-defying adventures defeating world-class villains with his unmatched courage and mad martial arts skills, Po, the Dragon Warrior (Golden Globe nominee Jack Black), is called upon by destiny to... give it a rest already. More specifically, he's tapped to become the Spiritual Leader of the Valley of Peace. That poses a couple of obvious problems. First, Po knows as much about spiritual leadership as he does about the paleo diet, and second, he needs to quickly find and train a new Dragon Warrior before he can assume his new lofty position. Even worse, there's been a recent sighting of a wicked, powerful sorceress, Chameleon (Oscar® winner Viola Davis), a tiny lizard who can shapeshift into any creature, large or small. And Chameleon has her greedy, beady little eyes on Po's Staff of Wisdom, which would give her the power to re-summon all the master villains whom Po has vanquished to the spirit realm. 
 
So, Po’s going to need some help. He finds it (kinda?) in the form of crafty, quick-witted thief Zhen (Golden Globe winner Awkwafina), a corsac fox who really gets under Po’s fur but whose skills will prove invaluable. In their quest to protect the Valley of Peace from Chameleon’s reptilian claws, this comedic odd-couple duo will have to work together. In the process, Po will discover that heroes can be found in the most unexpected places.",Kids & Family/|Comedy/|Adventure/|Animation/|Action,COMEDY,PG,https://www.rottentomatoes.com/m/kung_fu_panda_4
saturday_night_2024,Saturday Night,"At 11:30pm on October 11, 1975, a ferocious troupe of young comedians and writers changed television -- and culture -- forever. Directed by Jason Reitman and written by Gil Kenan & Reitman, Saturday Night is based on the true story of what happened behind the scenes in the 90 minutes leading up to the first broadcast of Saturday Night Live. Full of humor, chaos, and the magic of a revolution that almost wasn't, we count down the minutes in real time until we hear those famous words....",Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/saturday_night_2024
500_days_of_summer,(500) Days of Summer,"Tom (Joseph Gordon-Levitt), greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer (Zooey Deschanel), suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",Comedy/|Drama/|Romance,COMEDY,PG-13,https://www.rottentomatoes.com/m/500_days_of_summer
despicable_me_4,Despicable Me 4,"In the first Despicable Me movie in seven years, Gru, the world's favorite supervillain-turned-Anti-Villain League-agent, returns for an exciting, bold new era of Minions mayhem in Illumination's Despicable Me 4. Following the 2022 summer blockbuster phenomenon of Illumination's Minions: The Rise of Gru, which earned almost $1 billion worldwide, the biggest global animated franchise in history now begins a new chapter as Gru (Oscar® nominee Steve Carrell) and Lucy (Oscar® nominee Kristen Wiig) and their girls--Margo (Miranda Cosgrove), Edith (Dana Gaier) and Agnes (Madison Polan)--welcome a new member to the Gru family, Gru Jr., who is intent on tormenting his dad. Gru faces a new nemesis in Maxime Le Mal (Emmy winner Will Ferrell) and his femme fatale girlfriend Valentina (Emmy nominee Sofia Vergara), and the family is forced to go on the run.",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/despicable_me_4
moana_2016,Moana,"An adventurous teenager sails out on a daring mission to save her people. During her journey, Moana meets the once-mighty demigod Maui, who guides her in her quest to become a master way-finder. Together they sail across the open ocean on an action-packed voyage, encountering enormous monsters and impossible odds. Along the way, Moana fulfills the ancient quest of her ancestors and discovers the one thing she always sought: her own identity.",Kids & Family/|Musical/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/moana_2016
beau_is_afraid,Beau Is Afraid,A paranoid man embarks on an epic odyssey to get home to his mother in this bold and ingeniously depraved new film from writer/director Ari Aster.,Adventure/|Horror/|Mystery & Thriller/|Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/beau_is_afraid
toy_story_4,Toy Story 4,"Woody, Buzz Lightyear and the rest of the gang embark on a road trip with Bonnie and a new toy named Forky. The adventurous journey turns into an unexpected reunion as Woody's slight detour leads him to his long-lost friend Bo Peep. As Woody and Bo discuss the old days, they soon start to realize that they're worlds apart when it comes to what they want from life as a toy.",Kids & Family/|Comedy/|Adventure/|Fantasy/|Animation,COMEDY,G,https://www.rottentomatoes.com/m/toy_story_4
a_man_called_otto,A Man Called Otto,"Based on the comical and moving New York Times bestseller, A Man Called Otto tells the story of Otto Anderson (Tom Hanks), a grumpy widower whose only joy comes from criticizing and judging his exasperated neighbors. When a lively young family moves in next door, he meets his match in quick-witted and very pregnant Marisol, leading to an unexpected friendship that will turn his world upside-down.",Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/a_man_called_otto
up,Up,"Carl Fredricksen (Ed Asner), a 78-year-old balloon salesman, is about to fulfill a lifelong dream. Tying thousands of balloons to his house, he flies away to the South American wilderness. But curmudgeonly Carl's worst nightmare comes true when he discovers a little boy named Russell is a stowaway aboard the balloon-powered house.",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/up
pearl_2022,Pearl,"Filmmaker Ti West returns with another chapter from the twisted world of X, in this astonishing follow-up to the year's most acclaimed horror film. Trapped on her family's isolated farm, Pearl must tend to her ailing father under the bitter and overbearing watch of her devout mother. Lusting for a glamorous life like she's seen in the movies, Pearl finds her ambitions, temptations, and repressions all colliding in this stunning, technicolor-inspired origin story of X's iconic villain.",Horror/|Mystery & Thriller/|Comedy,COMEDY,R,https://www.rottentomatoes.com/m/pearl_2022
space_jam_a_new_legacy,Space Jam: A New Legacy,"When LeBron James and his young son Dom are trapped in a digital space by a rogue A.I., LeBron must get them home safe by leading Bugs, Lola Bunny and the whole gang of notoriously undisciplined Looney Tunes to victory over the A.I.'s digitized champions on the court: a powered-up roster of professional basketball stars as you've never seen them before. It's Tunes versus Goons in the highest-stakes challenge of his life, that will redefine LeBron's bond with his son and shine a light on the power of being yourself.",Kids & Family/|Comedy/|Adventure/|Fantasy,COMEDY,PG,https://www.rottentomatoes.com/m/space_jam_a_new_legacy
life_of_the_party_2018,Life of the Party,"When her husband suddenly dumps her, longtime and dedicated housewife Deanna turns regret into reset by going back to college. Unfortunately, Deanna winds up at the same school as her less-than-thrilled daughter. Plunging headlong into the campus experience, the outspoken new student soon begins a journey of self-discovery while fully embracing all of the fun, freedom and frat boys that she can handle.",Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/life_of_the_party_2018
the_emoji_movie,The Emoji Movie,"Hidden inside a smartphone, the bustling city of Textopolis is home to all emojis. Each emoji has only one facial expression, except for Gene, an exuberant emoji with multiple expressions. Determined to become ""normal"" like the other emojis, Gene enlists the help of his best friend Hi-5 and a notorious code breaker called Jailbreak. During their travels through the other apps, the three emojis discover a great danger that could threaten their phone's very existence.",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/the_emoji_movie
paddington,Paddington,"After a deadly earthquake destroys his home in Peruvian rainforest, a young bear (Ben Whishaw) makes his way to England in search of a new home. The bear, dubbed ""Paddington"" for the london train station, finds shelter with the family of Henry (Hugh Bonneville) and Mary Brown (Sally Hawkins). Although Paddington's amazement at urban living soon endears him to the Browns, someone else has her eye on him: Taxidermist Millicent Clyde (Nicole Kidman) has designs on the rare bear and his hide.",Kids & Family/|Comedy/|Adventure,COMEDY,PG,https://www.rottentomatoes.com/m/paddington
the_big_short,The Big Short,"In 2008, Wall Street guru Michael Burry realizes that a number of subprime home loans are in danger of defaulting. Burry bets against the housing market by throwing more than $1 billion of his investors' money into credit default swaps. His actions attract the attention of banker Jared Vennett (Ryan Gosling), hedge-fund specialist Mark Baum (Steve Carell) and other greedy opportunists. Together, these men make a fortune by taking full advantage of the impending economic collapse in America.",Comedy/|Drama,COMEDY,R,https://www.rottentomatoes.com/m/the_big_short
palm_springs_2020,Palm Springs,"Stuck in a time loop, two wedding guests develop a budding romance while living the same day over and over again.",Romance/|Comedy,COMEDY,R,https://www.rottentomatoes.com/m/palm_springs_2020
bone_tomahawk,Bone Tomahawk,"In the Old West, a sheriff (Kurt Russell), his deputy (Richard Jenkins), a gunslinger (Matthew Fox),and a cowboy (Patrick Wilson) embark on a mission to rescue three people from a savage group of cave dwellers.",Western/|Action/|Horror/|Comedy,COMEDY,"Released Oct 23 2015,",https://www.rottentomatoes.com/m/bone_tomahawk
wonka,Wonka,"Based on the extraordinary character at the center of Charlie and the Chocolate Factory, Roald Dahl’s most iconic children's book and one of the best-selling children's books of all time, ""Wonka"" tells the wondrous story of how the world's greatest inventor, magician and chocolate-maker became the beloved Willy Wonka we know today.",Kids & Family/|Musical/|Comedy/|Fantasy,COMEDY,PG,https://www.rottentomatoes.com/m/wonka
spy_2015,Spy,"Despite having solid field training, CIA analyst Susan Cooper (Melissa McCarthy) has spent her entire career as a desk jockey, working hand-in-hand with dashing agent Bradley Fine (Jude Law). Using high-tech equipment and a hidden earpiece, Susan is the guardian angel who helps Bradley avoid danger. However, when Bradley is assassinated by Bulgarian arms dealer Rayna Boyanov (Rose Byrne), Susan wrangles her way into her first undercover assignment to help capture Boyanov and avenge Bradley.",Comedy/|Action,COMEDY,R,https://www.rottentomatoes.com/m/spy_2015
green_book,Green Book,"Dr. Don Shirley is a world-class African-American pianist who's about to embark on a concert tour in the Deep South in 1962. In need of a driver and protection, Shirley recruits Tony Lip, a tough-talking bouncer from an Italian-American neighborhood in the Bronx. Despite their differences, the two men soon develop an unexpected bond while confronting racism and danger in an era of segregation.",Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/green_book
lift_2024,Lift,"An international heist crew is recruited to prevent a terrorist attack, and must pull off the heist on a plane mid-flight.",Action/|Comedy/|Crime/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/lift_2024
inside_out_2,Inside Out 2,"The little voices inside Riley's head know her inside and out--but next summer, everything changes when Disney and Pixar's Inside Out 2 introduces a new Emotion: Anxiety.",Kids & Family/|Comedy/|Adventure/|Animation,COMEDY,PG,https://www.rottentomatoes.com/m/inside_out_2
school_of_rock,The School of Rock,"Overly enthusiastic guitarist Dewey Finn (Jack Black) gets thrown out of his bar band and finds himself in desperate need of work. Posing as a substitute music teacher at an elite private elementary school, he exposes his students to the hard rock gods he idolizes and emulates -- much to the consternation of the uptight principal (Joan Cusack). As he gets his privileged and precocious charges in touch with their inner rock 'n' roll animals, he imagines redemption at a local Battle of the Bands.",Comedy,COMEDY,PG-13,https://www.rottentomatoes.com/m/school_of_rock
inherent_vice,Inherent Vice,"In a California beach community, private detective Larry ""Doc"" Sportello (Joaquin Phoenix) tends to work his cases through a smoky haze of marijuana. One day, Shasta, a former lover, arrives out of the blue to plead for Doc's help; it seems that Shasta's current beau, rich real-estate tycoon Mickey Wolfmann, has a wife who may be plotting to commit him to a mental hospital. When Mickey and Shasta both disappear, Doc navigates a psychedelic world of surfers, stoners and cops to solve the case.",Comedy/|Mystery & Thriller,COMEDY,R,https://www.rottentomatoes.com/m/inherent_vice
are_you_there_god_its_me_margaret,"Are You There God? It's Me, Margaret.","For over fifty years, Judy Blume's classic and groundbreaking novel Are You There God? It's Me, Margaret. has impacted generations with its timeless coming of age story, insightful humor, and candid exploration of life's biggest questions. In Lionsgate's big-screen adaptation, 11-year-old Margaret (Abby Ryder Fortson) is uprooted from her life in New York City for the suburbs of New Jersey, going through the messy and tumultuous throes of puberty with new friends in a new school. She relies on her mother, Barbara (Rachel McAdams), who is also struggling to adjust to life outside the big city, and her adoring grandmother, Sylvia (Kathy Bates), who isn't happy they moved away and likes to remind them every chance she gets.",Comedy/|Drama,COMEDY,PG-13,https://www.rottentomatoes.com/m/are_you_there_god_its_me_margaret
hundreds_of_beavers,Hundreds of Beavers,A slapstick epic about a frostbitten battle between JEAN KAYAK and DIABOLICAL BEAVERS--hundreds of them--who stand between him and survival.,Comedy/|Adventure,COMEDY,"Released Jan 26 2024,",https://www.rottentomatoes.com/m/hundreds_of_beavers
picture_this_2025,Picture This,"In this heartfelt rom-com, struggling photographer Pia (Simone Ashley) receives a prediction: true love and career success await her in the next five dates she goes on. With her sister's wedding looming and family playing matchmaker, her ex (Hero Fiennes Tiffin) reappears, throwing both her love and professional life into chaos.",Romance/|Comedy,COMEDY,2025,https://www.rottentomatoes.com/m/picture_this_2025
if_2024,IF,"From writer and director John Krasinski, IF is about a girl who discovers that she can see everyone's imaginary friends -- and what she does with that superpower -- as she embarks on a magical adventure to reconnect forgotten IFs with their kids.",Kids & Family/|Comedy/|Drama/|Fantasy,COMEDY,PG,https://www.rottentomatoes.com/m/if_2024
uncut_gems,Uncut Gems,"A charismatic jeweler makes a high-stakes bet that could lead to the windfall of a lifetime. In a precarious high-wire act, he must balance business, family and adversaries on all sides in pursuit of the ultimate win.",Mystery & Thriller/|Comedy,COMEDY,R,https://www.rottentomatoes.com/m/uncut_gems
peter_rabbit,Peter Rabbit,"Peter Rabbit and his three sisters -- Flopsy, Mopsy and Cotton-Tail -- enjoy spending their days in Mr. McGregor's vegetable garden. When one of McGregor's relatives suddenly moves in, he's less than thrilled to discover a family of rabbits in his new home. A battle of wills soon breaks out as the new owner hatches scheme after scheme to get rid of Peter -- a resourceful rabbit who proves to be a worthy and wily opponent.",Kids & Family/|Comedy/|Fantasy/|Adventure,COMEDY,PG,https://www.rottentomatoes.com/m/peter_rabbit
sonic_the_hedgehog_2020,Sonic the Hedgehog,"The world needed a hero -- it got a hedgehog. Powered with incredible speed, Sonic embraces his new home on Earth -- until he accidentally knocks out the power grid, sparking the attention of uncool evil genius Dr. Robotnik. Now, it's supervillain vs. supersonic in an all-out race across the globe to stop Robotnik from using Sonic's unique power to achieve world domination.",Kids & Family/|Comedy/|Adventure,COMEDY,PG,https://www.rottentomatoes.com/m/sonic_the_hedgehog_2020
